BUILDING_ID,ADDRESS_POINT_ID,ADDRESS_REFERENCE,PERSONAL_NAME,ORGANISATION_NAME,DEPARTMENT,SUB_BUILDING_NAME,BUILDING_NAME,BUILDING_NUMBER,BUILDING_GROUP_NAME,THOROUGHFARE,SECONDARY_THOROUGHFARE,LOCALITY,SECONDARY_LOCALITY,PRINCIPAL_POST_TOWN,COUNTY,EIRCODE,ADDR_LINE_1,ADDR_LINE_2,ADDR_LINE_3,ADDR_LINE_4,ADDR_LINE_5,ADDR_LINE_6,ADDR_LINE_7,ADDR_LINE_8,ADDR_LINE_9,ADDR_LINE_10,SMALL_AREA_REF,LATITUDE,LONGITUDE
61511063,NULL,6151106300000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GAIGUE,BALLINAMUCK,NULL,LONGFORD,N39XR97,GAIGUE,BALLINAMUCK,CO. LONGFORD,N39XR97,NULL,NULL,NULL,NULL,NULL,NULL,137039001,53.8532447110329,-7.70657884854394
61511075,NULL,6151107500000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILCURRY,COLEHILL,NULL,LONGFORD,N39E778,KILCURRY,COLEHILL,CO. LONGFORD,N39E778,NULL,NULL,NULL,NULL,NULL,NULL,137037002,53.5848932830396,-7.71478288417292
61511077,40300863,6151107740300863,NULL,DARREN QUINN STONE WORKS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TOWNAGH,BALLINAMUCK,NULL,LONGFORD,N39H363,DARREN QUINN STONE WORKS,TOWNAGH,BALLINAMUCK,CO. LONGFORD,N39H363,NULL,NULL,NULL,NULL,NULL,137008002,53.8530872948785,-7.69147857228579
61511079,NULL,6151107900000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DRUMANURE,ABBEYSHRULE,NULL,LONGFORD,N39RP80,DRUMANURE,ABBEYSHRULE,CO. LONGFORD,N39RP80,NULL,NULL,NULL,NULL,NULL,NULL,137003001,53.5947811638223,-7.66059173787388
61511080,40436225,6151108040436225,NULL,MIDLAND BAR FITTINGS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TASHINNY,COLEHILL,NULL,LONGFORD,N39YV60,MIDLAND BAR FITTINGS,TASHINNY,COLEHILL,CO. LONGFORD,N39YV60,NULL,NULL,NULL,NULL,NULL,137037003,53.5923778012326,-7.69760050843594
61511081,NULL,6151108100000000,NULL,NULL,NULL,NULL,NULL,26,NULL,CORNCRAKE MEADOW,NULL,ABBEYSHRULE,NULL,NULL,LONGFORD,N39V500,26 CORNCRAKE MEADOW,ABBEYSHRULE,CO. LONGFORD,N39V500,NULL,NULL,NULL,NULL,NULL,NULL,137003001,53.5844959516593,-7.65571871918581
61511082,NULL,6151108200000000,NULL,NULL,NULL,NULL,NULL,7,NULL,CORNCRAKE MEADOW,NULL,ABBEYSHRULE,NULL,NULL,LONGFORD,N39NY74,7 CORNCRAKE MEADOW,ABBEYSHRULE,CO. LONGFORD,N39NY74,NULL,NULL,NULL,NULL,NULL,NULL,137003001,53.584606743461,-7.65488132583576
61511083,NULL,6151108300000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SHANMULLAGH,BALLINAMUCK,NULL,LONGFORD,N39R580,SHANMULLAGH,BALLINAMUCK,CO. LONGFORD,N39R580,NULL,NULL,NULL,NULL,NULL,NULL,137008002,53.8643714392339,-7.71476745592128
61511084,NULL,6151108400000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ABBEYSHRULE,NULL,NULL,LONGFORD,N39H6W9,ABBEYSHRULE,CO. LONGFORD,N39H6W9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,137003001,53.5831687162371,-7.65638035823522
61511085,NULL,6151108500000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,TENNALICK,COLEHILL,NULL,LONGFORD,N39P827,TENNALICK,COLEHILL,CO. LONGFORD,N39P827,NULL,NULL,NULL,NULL,NULL,NULL,137037002,53.580033336082,-7.67738143204952
61511086,NULL,6151108600000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CREEVAGH,BALLYMAHON,NULL,LONGFORD,N39AF10,CREEVAGH,BALLYMAHON,CO. LONGFORD,N39AF10,NULL,NULL,NULL,NULL,NULL,NULL,137009007,53.5533005852824,-7.75844967251994
61511087,61511088,6151108761511088,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FORGNEY,BALLYMAHON,NULL,LONGFORD,N39RD40,FORGNEY,BALLYMAHON,CO. LONGFORD,N39RD40,NULL,NULL,NULL,NULL,NULL,NULL,137031001,53.5512527512435,-7.69925553988697
61511089,NULL,6151108900000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,LISNACREEVA,COLEHILL,NULL,LONGFORD,N39RR88,LISNACREEVA,COLEHILL,CO. LONGFORD,N39RR88,NULL,NULL,NULL,NULL,NULL,NULL,137037003,53.6029423780892,-7.69227998353829
61511090,61511091,6151109061511091,NULL,MCCORMACK FRUIT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KILLINBORE,COLEHILL,NULL,LONGFORD,N39HY09,MCCORMACK FRUIT,KILLINBORE,COLEHILL,CO. LONGFORD,N39HY09,NULL,NULL,NULL,NULL,NULL,137037001,53.6036988944972,-7.67840652573434
61519415,NULL,6151941500000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BARNE,EDGEWORTHSTOWN,NULL,LONGFORD,N39AD72,BARNE,EDGEWORTHSTOWN,CO. LONGFORD,N39AD72,NULL,NULL,NULL,NULL,NULL,NULL,137010001,53.674298884389,-7.60710734633502
61519427,NULL,6151942700000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,GNEEVE,EDGEWORTHSTOWN,NULL,LONGFORD,N39D525,GNEEVE,EDGEWORTHSTOWN,CO. LONGFORD,N39D525,NULL,NULL,NULL,NULL,NULL,NULL,137010001,53.6829247481544,-7.59319919484901
61519768,NULL,6151976800000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOGHAN,MOYDOW,NULL,LONGFORD,N39Y5D4,CLOGHAN,MOYDOW,CO. LONGFORD,N39Y5D4,NULL,NULL,NULL,NULL,NULL,NULL,137025001,53.6525912041117,-7.77018599819794
61519798,NULL,6151979800000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CLOONKEEN,MOYDOW,NULL,LONGFORD,N39P865,CLOONKEEN,MOYDOW,CO. LONGFORD,N39P865,NULL,NULL,NULL,NULL,NULL,NULL,137025001,53.645648087888,-7.74712061053856
61519819,NULL,6151981900000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CURRYCREAGHAN,MOYDOW,NULL,LONGFORD,N39NX96,CURRYCREAGHAN,MOYDOW,CO. LONGFORD,N39NX96,NULL,NULL,NULL,NULL,NULL,NULL,137025002,53.6184530244292,-7.75771315876542
61519821,NULL,6151982100000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MORNIN,MOYDOW,NULL,LONGFORD,N39VK71,MORNIN,MOYDOW,CO. LONGFORD,N39VK71,NULL,NULL,NULL,NULL,NULL,NULL,137025001,53.6236014096694,-7.72973664525344
61519822,NULL,6151982200000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MORNIN,MOYDOW,NULL,LONGFORD,N39D959,MORNIN,MOYDOW,CO. LONGFORD,N39D959,NULL,NULL,NULL,NULL,NULL,NULL,137025001,53.6238186048548,-7.73003147224671
61519837,NULL,6151983700000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KEEL,MOYDOW,NULL,LONGFORD,N39AP86,KEEL,MOYDOW,CO. LONGFORD,N39AP86,NULL,NULL,NULL,NULL,NULL,NULL,137037003,53.6377227083902,-7.72765314518714
61519839,NULL,6151983900000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,KEEL,MOYDOW,NULL,LONGFORD,N39K585,KEEL,MOYDOW,CO. LONGFORD,N39K585,NULL,NULL,NULL,NULL,NULL,NULL,137037003,53.6522233500248,-7.73687906081717
61519894,NULL,6151989400000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MORNIN,MOYDOW,NULL,LONGFORD,N39K718,MORNIN,MOYDOW,CO. LONGFORD,N39K718,NULL,NULL,NULL,NULL,NULL,NULL,137025001,53.6253695563587,-7.72460936174265
